AMON	DATE_count	DIN	NTOT	NTRA	NTRI	NTRZ	SALT	STATUS	VISS_EU_CD	WATER_TYPE_AREA	YEAR	global_EQR	index_column	local_EQR	max	min	number_of_dates
2.9016666666666673	2.0	27.068333333333335	53.23166666666667			24.166666666666668	2.3499999999999996	BAD	SE582705-163350	13 - Östergötlands inre kustvatten	2013.0	0.15862698791939994	(0, 'SE582705-163350')	0.23000913248312987			
0.6316666666666666	2.0	36.365	65.13333333333333			35.733333333333334	3.2	BAD	SE582705-163350	13 - Östergötlands inre kustvatten	2014.0	0.10838804591623369	(1, 'SE582705-163350')	0.1571626665785388			
0.45166666666666666	2.0	28.073333333333338	54.763333333333335			27.621666666666663	4.2	BAD	SE582705-163350	13 - Östergötlands inre kustvatten	2015.0	0.11695330143062724	(2, 'SE582705-163350')	0.16958228707440948			
0.33666666666666667	1.0	19.87	44.03333333333333			19.533333333333335	5.3	BAD	SE582705-163350	13 - Östergötlands inre kustvatten	2016.0	0.11309754785415548	(3, 'SE582705-163350')	0.16399144438852542			
0.24833333333333335	2.0	5.366666666666666	20.116666666666667			5.118333333333334	6.25	MODERATE	SE582050-165820	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2013.0	0.514473832923833	(0, 'SE582050-165820')	0.5659212162162163			
0.42999999999999994	2.0	4.796666666666667	21.299999999999997			4.366666666666667	6.449999999999999	MODERATE	SE582050-165820	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2014.0	0.47440185974387655	(1, 'SE582050-165820')	0.5218420457182642			
0.17500000000000002	2.0	5.365	24.644999999999996			5.19	7.699999999999999	MODERATE	SE582050-165820	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2015.0	0.4364425829043521	(2, 'SE582050-165820')	0.4800868411947873			
0.375	2.0	3.3516666666666666	21.025			2.9766666666666666	6.750000000000001	GOOD	SE582050-165820	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2016.0	0.7399341095354675	(3, 'SE582050-165820')	0.7579538766748273			
0.70625	4.0	6.878	17.699999999999996	5.646875	0.53375	6.180625	28.50125	HIGH	SE582147-111771	01n - Västkustens inre kustvatten	2013.0	0.9591807657477933	(0, 'SE582147-111771')	0.9591807657477933			
0.6816666666666666	3.0	4.352	18.691666666666666	3.57	0.15583333333333335	5.1899999999999995	24.03	HIGH	SE582147-111771	01n - Västkustens inre kustvatten	2014.0	1.0	(1, 'SE582147-111771')	3.228397234268135			
