BIOV_CONC_ALL	DATE_count	POSITION	SALT	STATUS	VISS_EU_CD	WATER_TYPE_AREA	YEAR	global_EQR	index_column	local_EQR	new_index
0.781706938	1	65.49_22.04		POOR	SE654860-219880	22 - Norra Bottenviken. Inre kustvatten	2013	0.3558503580788227	2	0.2046802864630581	2_SE654860-219880
0.7651075915666666	3	57.92_11.59		HIGH	SE575340-113000	03 - Västkustens yttre kustvatten. Skagerrak	2013	0.9018348950691455	0	0.83802757686409	0_SE575340-113000
1.3750861708666668	3	57.92_11.59		GOOD	SE575340-113000	03 - Västkustens yttre kustvatten. Skagerrak	2014	0.7992359616128613	1	0.669426971209646	1_SE575340-113000
2.097932811	3	57.92_11.59		GOOD	SE575340-113000	03 - Västkustens yttre kustvatten. Skagerrak	2015	0.6058595093123318	2	0.5243946319842488	2_SE575340-113000
2.109938158433333	3	57.92_11.59		GOOD	SE575340-113000	03 - Västkustens yttre kustvatten. Skagerrak	2016	0.6178182810093262	3	0.5333637107569947	3_SE575340-113000
2.8369069559333333	3	57.92_11.59		HIGH	SE575340-113000	03 - Västkustens yttre kustvatten. Skagerrak	2017	0.8187552804219431	4	0.7009462126962062	4_SE575340-113000
0.44090357303	3	58.34_11.40		HIGH	SE582000-112350	01n - Västkustens inre kustvatten	2013	0.9831762598356125	0	0.9722408287287605	0_SE582000-112350
1.7760937696666665	3	58.34_11.40		HIGH	SE582000-112350	01n - Västkustens inre kustvatten	2014	0.8325807209398606	1	0.72375818955077	1_SE582000-112350
0.5483252559833334	3	58.34_11.40		HIGH	SE582000-112350	01n - Västkustens inre kustvatten	2015	0.9415293251348483	2	0.9035233864724996	2_SE582000-112350
0.5216646800333333	3	58.34_11.40		HIGH	SE582000-112350	01n - Västkustens inre kustvatten	2016	1.0	3	1.0	3_SE582000-112350
0.8017951834333333	3	58.34_11.40		HIGH	SE582000-112350	01n - Västkustens inre kustvatten	2017	0.8701601457804077	4	0.7857642405376727	4_SE582000-112350
0.5027196946333333	3	58.23_11.58		HIGH	SE581260-113220	02 - Västkustens fjordar	2013	1.0	0	1.0	0_SE581260-113220
