MYEAR	SDATE	STIME	SHIPC	SERNO	STATN	LATIT_DD	LONGI_DD	SEA_AREA_CODE	SEA_AREA_NAME	SEA_BASIN	WATER_DISTRICT	WATER_TYPE_AREA	WLTYP	DEPH	TEMP_BTL	Q_TEMP_BTL	TEMP_CTD	Q_TEMP_CTD	SALT_BTL	Q_SALT_BTL	SALT_CTD	Q_SALT_CTD	DOXY_BTL	Q_DOXY_BTL	DOXY_CTD	Q_DOXY_CTD	PHOS	Q_PHOS	NTRI	Q_NTRI	NTRA	Q_NTRA	NTRZ	Q_NTRZ	AMON	Q_AMON	CPHL	Q_CPHL	SECCHI	Q_SECCHI
2017	2017-10-09	06:25	77SN	0127	VALÖ	57.55000	11.80833	572540-114801	Onsala kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	0	12.67		12.69		23.857			B	6.14				0.31		0.31		3.94		4.25		0.91		3.4		4	
2017	2017-10-09	06:25	77SN	0127	VALÖ	57.55000	11.80833	572540-114801	Onsala kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	2	12.92		12.71		24.291			B	6.06				0.27		0.29		3.37		3.66		0.78		3.0		4	
2017	2017-10-09	06:25	77SN	0127	VALÖ	57.55000	11.80833	572540-114801	Onsala kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	5	14.60		14.52		31.043			B	5.29				0.44		0.36		1.97		2.33		0.45		1.9		4	
2017	2017-10-09	06:25	77SN	0127	VALÖ	57.55000	11.80833	572540-114801	Onsala kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	10	14.23		14.45		33.122			B	4.81				0.59		0.36		3.40		3.76		0.64		0.7		4	
2017	2017-10-09	06:25	77SN	0127	VALÖ	57.55000	11.80833	572540-114801	Onsala kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	15	13.49		13.54		33.711			B	4.58				0.70		0.27		5.57		5.84		0.20	<	0.5		4	
2017	2017-10-09	06:25	77SN	0127	VALÖ	57.55000	11.80833	572540-114801	Onsala kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	20	13.21		13.27		33.921			B	4.48				0.75		0.28		6.08		6.36		0.20	<	0.4		4	
2017	2017-10-09	06:25	77SN	0127	VALÖ	57.55000	11.80833	572540-114801	Onsala kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	22	13.19				33.964				4.36				0.79		0.26		6.13		6.39		0.20	<			4	
2017	2017-10-09	09:55	77SN	0130	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	0	11.96		11.92		23.459			B	6.56				0.10		0.06		0.10	<	0.10	<	0.20	<	3.3		5	
2017	2017-10-09	09:55	77SN	0130	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	2	13.61		12.57		26.264			B	6.39				0.15		0.04		0.10	<	0.10	<	0.20	<		B	5	
2017	2017-10-09	09:55	77SN	0130	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	5	15.22		15.13		33.099			B	5.23				0.44		0.39		0.88		1.27		1.32		1.4		5	
2017	2017-10-09	09:55	77SN	0130	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	10	15.12		15.10		33.320			B	5.34				0.43		0.24		0.85		1.09		1.44		0.9		5	
2017	2017-10-09	09:55	77SN	0130	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	15	15.05		15.07		33.466			B	5.47				0.37		0.18		0.67		0.85		1.25		0.9		5	
2017	2017-10-09	09:55	77SN	0130	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	20	14.89		14.93		33.550			B	5.39				0.39		0.18		0.85		1.03		1.25		0.8		5	
2017	2017-10-09	09:55	77SN	0130	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	30	14.59		14.58		33.686			B	5.32				0.47		0.25		1.51		1.76		1.36		1.0		5	
2017	2017-10-09	09:55	77SN	0130	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	40	13.88		14.32		33.744			B	5.05				0.62		0.50		2.80		3.30		1.16				5	
2017	2017-10-09	09:55	77SN	0130	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	50	11.64		11.70		34.230			B	4.58				0.88		0.80		7.07		7.87		0.20	<			5	
2017	2017-10-09	09:55	77SN	0130	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	60			11.50		34.271			B	4.51				0.96		1.11		7.38		8.49		0.20	<			5	
2017	2017-10-09	09:55	77SN	0130	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	64					34.287				4.44				0.99		1.09		7.46		8.55		0.36				5	
2017	2017-09-18	06:00	347V	0024	SLÄGGÖ	58.25978	11.43393							0	14.98		15.20				20.51		6.48		6.2		0.12		0.14		1.86		2.00		0.20	<	8.1		3	
2017	2017-09-18	06:00	347V	0024	SLÄGGÖ	58.25978	11.43393							5			16.02				28.46		5.17		4.5		0.18		0.40		1.12		1.52		0.20	<	3.2		3	
2017	2017-09-18	06:00	347V	0024	SLÄGGÖ	58.25978	11.43393							10			15.95				32.21		4.39		4.0		0.33		0.65		2.45		3.10		0.20	<	0.3		3	
2017	2017-09-18	06:00	347V	0024	SLÄGGÖ	58.25978	11.43393							15			16.06				32.54		4.67		4.4		0.27		0.77		1.37		2.14		0.20	<	0.6		3	
2017	2017-09-18	06:00	347V	0024	SLÄGGÖ	58.25978	11.43393							20	16.06		16.04				32.75		4.68		4.4		0.28		0.81		1.29		2.10		0.20	<	0.3		3	
2017	2017-09-18	06:00	347V	0024	SLÄGGÖ	58.25978	11.43393							30			16.09				33.35		4.91		4.6		0.25		0.47		0.68		1.15		0.61		0.4		3	
2017	2017-09-18	06:00	347V	0024	SLÄGGÖ	58.25978	11.43393							40			15.81				33.71		4.69		4.6		0.39		0.28		1.68		1.96		0.84		0.3		3	
2017	2017-09-18	06:00	347V	0024	SLÄGGÖ	58.25978	11.43393							50	15.70		13.09				33.67		3.28		3.5		1.26		0.27		10.21		10.48		0.20	<	0.2	<	3	
2017	2017-09-18	06:00	347V	0024	SLÄGGÖ	58.25978	11.43393							72	9.27				33.994				2.70				1.63		0.26		12.40		12.66		0.35				3	
2017	2017-09-17	12:35	347V	0017	FLADEN	57.19238	11.65768							0			16.11				20.54		6.16		5.9		0.06		0.02	<	0.10	<	0.10	<	0.20	<	1.0		11	
2017	2017-09-17	12:35	347V	0017	FLADEN	57.19238	11.65768							5	16.07		16.06				20.79		6.08		5.8		0.07		0.02	<	0.10	<	0.10	<	0.20	<	0.8		11	
2017	2017-09-17	12:35	347V	0017	FLADEN	57.19238	11.65768							10			15.90				21.62		5.98		5.7		0.10		0.02	<	0.10	<	0.10	<	0.20	<	0.7		11	
2017	2017-09-17	12:35	347V	0017	FLADEN	57.19238	11.65768							15	16.20		16.15				23.53		5.81		5.5		0.10		0.02	<	0.10	<	0.10	<	0.20	<	0.8		11	
2017	2017-09-17	12:35	347V	0017	FLADEN	57.19238	11.65768							20			16.22				30.45		4.85		4.5		0.22		0.34		0.65		0.99		0.20	<	0.9		11	
2017	2017-09-17	12:35	347V	0017	FLADEN	57.19238	11.65768							25			16.33				32.83		5.19		5.0		0.18		0.23		0.35		0.58		0.28		0.5		11	
2017	2017-09-17	12:35	347V	0017	FLADEN	57.19238	11.65768							30			16.06				33.34		5.08		4.8		0.20		0.27		0.45		0.72		0.43		0.4		11	
2017	2017-09-17	12:35	347V	0017	FLADEN	57.19238	11.65768							40	15.88		15.92				33.57		4.96		4.8		0.25		0.42		0.73		1.15		0.51		0.3		11	
2017	2017-09-17	12:35	347V	0017	FLADEN	57.19238	11.65768							50			15.50				33.85		4.76		4.5		0.33		0.60		1.32		1.92		0.47		0.2		11	
2017	2017-09-17	12:35	347V	0017	FLADEN	57.19238	11.65768							60			14.70				34.09		4.54		4.3		0.54		0.68		2.72		3.40		0.24				11	
2017	2017-09-17	12:35	347V	0017	FLADEN	57.19238	11.65768							70	14.03		14.09				34.23		4.55		4.3		0.55		0.68		2.99		3.67		0.23				11	
2017	2017-09-17	12:35	347V	0017	FLADEN	57.19238	11.65768							84	13.20				34.360				4.42				0.69		0.66		4.14		4.80		0.20	<			11	
2017	2017-09-17	09:30	347V	0016	N14 FALKENBERG	56.93988	12.21238							0			16.04				20.88		6.23		5.9		0.05		0.02	<	0.10	<	0.10	<	0.20	<	1.1		11	
2017	2017-09-17	09:30	347V	0016	N14 FALKENBERG	56.93988	12.21238							5			16.05				20.90		6.17		5.9		0.05		0.02	<	0.10	<	0.10	<	0.20	<	1.1		11	
2017	2017-09-17	09:30	347V	0016	N14 FALKENBERG	56.93988	12.21238							10	16.12		16.09				21.67		5.99		5.7		0.07		0.02	<	0.10	<	0.10	<	0.20	<	1.0		11	
2017	2017-09-17	09:30	347V	0016	N14 FALKENBERG	56.93988	12.21238							15			16.41				30.00		4.85		4.4		0.19		0.33		0.45		0.78		0.20	<	0.9		11	
2017	2017-09-17	09:30	347V	0016	N14 FALKENBERG	56.93988	12.21238							20			14.72				33.28		4.17		4.0		0.64		0.18		5.29		5.47		0.20	<	0.2	<	11	
2017	2017-09-17	09:30	347V	0016	N14 FALKENBERG	56.93988	12.21238							25	13.55		13.75				33.49		3.99		3.7		0.74		0.13		6.15		6.28		0.20	<	0.2	<	11	
2017	2017-09-17	09:30	347V	0016	N14 FALKENBERG	56.93988	12.21238							30	12.80				33.673				3.71				0.97		0.28		7.51		7.79		0.20	<			11	
2017	2017-09-17	17:00	347V	0018	P2	57.86640	11.29233							0			15.51				23.07		6.32		5.9		0.13		0.02	<	0.10	<	0.10	<	0.20	<	0.9			
2017	2017-09-17	17:00	347V	0018	P2	57.86640	11.29233							5	15.55		15.53				23.31		6.32		5.7		0.12		0.02	<	0.10	<	0.10	<	0.20	<	0.9			
2017	2017-09-17	17:00	347V	0018	P2	57.86640	11.29233							10			16.63				32.00		5.76		5.4		0.15		0.02	<	0.10	<	0.10	<	0.20	<	2.9			
2017	2017-09-17	17:00	347V	0018	P2	57.86640	11.29233							15			16.55				32.93		5.47		5.1		0.17		0.02	<	0.10	<	0.10	<	0.20	<	2.7			
2017	2017-09-17	17:00	347V	0018	P2	57.86640	11.29233							20			16.40				32.96		5.42		5.1		0.15		0.02	<	0.10	<	0.10	<	0.20	<	2.4			
2017	2017-09-17	17:00	347V	0018	P2	57.86640	11.29233							30	16.29		16.30				33.06		5.36		5.0		0.16		0.03		0.10	<	0.10	<	0.20	<	2.1			
2017	2017-09-17	17:00	347V	0018	P2	57.86640	11.29233							40			16.38				33.16		5.35		5.0		0.15		0.02	<	0.10	<	0.10	<	0.20	<	1.7			
2017	2017-09-17	17:00	347V	0018	P2	57.86640	11.29233							50			16.38				33.20		5.32		4.9		0.15		0.02	<	0.10	<	0.10	<	0.25		1.8			
2017	2017-09-17	17:00	347V	0018	P2	57.86640	11.29233							75	15.52		15.83				34.17		5.26		4.9		0.19		0.07		0.28		0.35		0.65					
2017	2017-09-17	17:00	347V	0018	P2	57.86640	11.29233							92	13.00				34.566				4.81				0.60		0.63		3.12		3.75		0.20	<				
2017	2017-09-06	12:40	77SN	0126	E ÄLVSBORGSBRON	57.69167	11.90667							0	16.43		16.45				6.44		6.03				0.35		0.50		18.14		18.64		3.40		2.1		1.5	
2017	2017-09-06	12:40	77SN	0126	E ÄLVSBORGSBRON	57.69167	11.90667							2	16.73		16.79				13.89		5.76				0.35		0.49		12.94		13.43		3.14		2.2		1.5	
2017	2017-09-06	12:40	77SN	0126	E ÄLVSBORGSBRON	57.69167	11.90667							5	17.20		17.20				21.86		5.14				0.30		0.36		2.39		2.75		2.01		2.8		1.5	
2017	2017-09-06	12:40	77SN	0126	E ÄLVSBORGSBRON	57.69167	11.90667							9	17.20								4.93				0.37		0.46		1.71		2.17		2.18				1.5	
2017	2017-09-06	12:05	77SN	0125	SKALKORGARNA	57.67883	11.76833	574050-114780	Rivö fjord		Västerhavets vattendistrikt	25 - Göta älvs- och Nordre älvs estuarie	1 - Estuarie (övergångsvatten)	0	16.78		16.80				15.65		6.00				0.16		0.30		7.16		7.46		1.47		4.3		3	
2017	2017-09-06	12:05	77SN	0125	SKALKORGARNA	57.67883	11.76833	574050-114780	Rivö fjord		Västerhavets vattendistrikt	25 - Göta älvs- och Nordre älvs estuarie	1 - Estuarie (övergångsvatten)	2	16.89		16.86				19.80		5.97				0.06		0.09		1.05		1.14		0.39		5.4		3	
2017	2017-09-06	12:05	77SN	0125	SKALKORGARNA	57.67883	11.76833	574050-114780	Rivö fjord		Västerhavets vattendistrikt	25 - Göta älvs- och Nordre älvs estuarie	1 - Estuarie (övergångsvatten)	5	17.00		16.99				21.72		5.96				0.05		0.04		0.29		0.33		0.32		4.4		3	
2017	2017-09-06	12:05	77SN	0125	SKALKORGARNA	57.67883	11.76833	574050-114780	Rivö fjord		Västerhavets vattendistrikt	25 - Göta älvs- och Nordre älvs estuarie	1 - Estuarie (övergångsvatten)	10	17.29		17.28				23.07		5.61				0.08		0.06		0.10	<	0.10		0.62		2.8		3	
2017	2017-09-06	12:05	77SN	0125	SKALKORGARNA	57.67883	11.76833	574050-114780	Rivö fjord		Västerhavets vattendistrikt	25 - Göta älvs- och Nordre älvs estuarie	1 - Estuarie (övergångsvatten)	14	17.30								4.96				0.31		0.19		0.70		0.89		1.46				3	
2017	2017-09-06	06:50	77SN	0123	STRETUDDEN	58.34333	11.40333	582000-112350	Yttre Brofjorden		Västerhavets vattendistrikt	01n - Västkustens inre kustvatten		0	16.41		16.42				25.41		5.89				0.07		0.02		0.10	<	0.10	<	0.33		1.6		9	
2017	2017-09-06	06:50	77SN	0123	STRETUDDEN	58.34333	11.40333	582000-112350	Yttre Brofjorden		Västerhavets vattendistrikt	01n - Västkustens inre kustvatten		2	16.51		16.47				25.80		5.84				0.06		0.02	<	0.10	<	0.10	<	0.24		1.6		9	
2017	2017-09-06	06:50	77SN	0123	STRETUDDEN	58.34333	11.40333	582000-112350	Yttre Brofjorden		Västerhavets vattendistrikt	01n - Västkustens inre kustvatten		5	16.51		16.50		26.023		26.02		5.82				0.07		0.02		0.10	<	0.10	<	0.24		1.4		9	
2017	2017-09-06	06:50	77SN	0123	STRETUDDEN	58.34333	11.40333	582000-112350	Yttre Brofjorden		Västerhavets vattendistrikt	01n - Västkustens inre kustvatten		10	16.82		16.81				27.15		5.58				0.07		0.02		0.10	<	0.10	<	0.25		1.6		9	
2017	2017-09-06	06:50	77SN	0123	STRETUDDEN	58.34333	11.40333	582000-112350	Yttre Brofjorden		Västerhavets vattendistrikt	01n - Västkustens inre kustvatten		15	16.73		16.67				30.71		4.91				0.14		0.15		0.10	<	0.14		0.20	<	2.3		9	
2017	2017-09-06	06:50	77SN	0123	STRETUDDEN	58.34333	11.40333	582000-112350	Yttre Brofjorden		Västerhavets vattendistrikt	01n - Västkustens inre kustvatten		20	16.27		16.26		32.095		32.13		3.58				0.54		2.22		2.19		4.41		0.20	<	1.1		9	
2017	2017-09-06	06:50	77SN	0123	STRETUDDEN	58.34333	11.40333	582000-112350	Yttre Brofjorden		Västerhavets vattendistrikt	01n - Västkustens inre kustvatten		30	16.14		16.17				32.96		3.61				0.63		3.29		2.68		5.97		0.20	<	0.2	<	9	
2017	2017-09-06	06:50	77SN	0123	STRETUDDEN	58.34333	11.40333	582000-112350	Yttre Brofjorden		Västerhavets vattendistrikt	01n - Västkustens inre kustvatten		40	16.01		16.00		33.559		33.55		4.09				0.57		2.32		1.79		4.11		0.85				9	
2017	2017-09-06	06:50	77SN	0123	STRETUDDEN	58.34333	11.40333	582000-112350	Yttre Brofjorden		Västerhavets vattendistrikt	01n - Västkustens inre kustvatten		45	15.99								4.15				0.65		2.28		1.85		4.13		1.32				9	
2017	2017-09-05	16:09	77SN	0121	BJÖRKHOLMEN	58.38767	11.62667	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	0	16.84		16.83				25.47		6.04				0.04		0.02	<	0.10	<	0.10	<	0.20	<	3.0		6	
2017	2017-09-05	16:09	77SN	0121	BJÖRKHOLMEN	58.38767	11.62667	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	2	17.04		16.90				29.05		5.79				0.05		0.02	<	0.10	<	0.10	<	0.20	<	2.2		6	
2017	2017-09-05	16:09	77SN	0121	BJÖRKHOLMEN	58.38767	11.62667	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	5	15.93		15.93				31.34		4.38				0.14		0.02		0.10	<	0.10	<	0.20	<	1.6		6	
2017	2017-09-05	16:09	77SN	0121	BJÖRKHOLMEN	58.38767	11.62667	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	10	15.16		15.16				31.80		4.11				0.35		0.07		2.44		2.51		0.20	<	1.6		6	
2017	2017-09-05	16:09	77SN	0121	BJÖRKHOLMEN	58.38767	11.62667	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	15	14.74		14.77				32.00		3.99				0.45		0.05		4.13		4.18		0.20	<	0.2		6	
2017	2017-09-05	16:09	77SN	0121	BJÖRKHOLMEN	58.38767	11.62667	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	20	14.73		14.73				32.19		3.99				0.47		0.04		4.44		4.48		0.20	<	0.2	<	6	
2017	2017-09-05	16:09	77SN	0121	BJÖRKHOLMEN	58.38767	11.62667	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	30	14.00		14.00				32.50		3.95				0.54		0.03		5.37		5.40		0.20	<	0.2	<	6	
2017	2017-09-05	16:09	77SN	0121	BJÖRKHOLMEN	58.38767	11.62667	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	40	13.54		13.55				32.83		3.99				0.58		0.05		5.84		5.89		0.20	<			6	
2017	2017-09-05	16:09	77SN	0121	BJÖRKHOLMEN	58.38767	11.62667	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	50	9.47		10.07				32.99		3.95				0.91		0.04		9.08		9.12		0.20	<			6	
2017	2017-09-05	16:09	77SN	0121	BJÖRKHOLMEN	58.38767	11.62667	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	60	7.46		7.46				34.47		2.98				1.71		0.02	<	13.98		13.98		0.20	<			6	
2017	2017-09-05	16:09	77SN	0121	BJÖRKHOLMEN	58.38767	11.62667	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	70	7.53								2.28				2.04		0.14		14.75		14.89		0.20	<			6	
2017	2017-09-05	12:39	77SN	0118	BYFJORDEN	58.33333	11.88333	582000-115270	Byfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	0	17.56		17.56				23.96		5.91				0.04		0.02	<	0.10	<	0.10	<	0.20	<	5.9		4	
2017	2017-09-05	12:39	77SN	0118	BYFJORDEN	58.33333	11.88333	582000-115270	Byfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	2	17.55		17.56				23.97		5.92				0.05		0.02		0.10	<	0.10	<	0.20	<	5.5		4	
2017	2017-09-05	12:39	77SN	0118	BYFJORDEN	58.33333	11.88333	582000-115270	Byfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	5	17.56		17.55				23.98		5.91				0.05		0.02	<	0.10	<	0.10	<	0.20	<	6.1		4	
2017	2017-09-05	12:39	77SN	0118	BYFJORDEN	58.33333	11.88333	582000-115270	Byfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	10	17.54		17.55				24.33		4.41				0.07		0.02		0.10	<	0.10	<	0.20	<	3.0		4	
2017	2017-09-05	12:39	77SN	0118	BYFJORDEN	58.33333	11.88333	582000-115270	Byfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	15	10.05		12.51				27.10		0.49				0.36		0.08		2.90		2.98		0.39		0.5		4	
2017	2017-09-05	12:39	77SN	0118	BYFJORDEN	58.33333	11.88333	582000-115270	Byfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	20	9.15		9.12				32.13		0.10	<			2.62		1.82		2.13		3.95		0.20	<	0.2	<	4	
2017	2017-09-05	12:39	77SN	0118	BYFJORDEN	58.33333	11.88333	582000-115270	Byfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	30	9.54		9.55				32.43		0.10	<			4.86			B	0.10	<	0.10	<	9.78		0.2	<	4	
2017	2017-09-05	12:39	77SN	0118	BYFJORDEN	58.33333	11.88333	582000-115270	Byfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	40	9.31		9.32				32.52						10.61			B	0.10	<		B	45.76				4	
2017	2017-09-05	12:39	77SN	0118	BYFJORDEN	58.33333	11.88333	582000-115270	Byfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	44	9.27												11.31			B	0.10	<		B	56.68				4	
2017	2017-09-05	07:14	77SN	0114	DANAFJORD	57.66750	11.68667	574000-114230	Dana fjord	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	0	16.88		16.78				20.89		6.02				0.04		0.08		0.60		0.68		0.28		5.2		5	
2017	2017-09-05	07:14	77SN	0114	DANAFJORD	57.66750	11.68667	574000-114230	Dana fjord	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	2	16.80		16.78				20.89		5.99				0.04		0.06		0.44		0.50		0.20		4.7		5	
2017	2017-09-05	07:14	77SN	0114	DANAFJORD	57.66750	11.68667	574000-114230	Dana fjord	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	5	16.85		16.82				22.22		5.96				0.04		0.02		0.10	<	0.10	<	0.20	<	1.8		5	
2017	2017-09-05	07:14	77SN	0114	DANAFJORD	57.66750	11.68667	574000-114230	Dana fjord	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	10	17.15		17.13				26.75		5.04				0.19		0.37		0.44		0.81		0.39		1.8		5	
2017	2017-09-05	07:14	77SN	0114	DANAFJORD	57.66750	11.68667	574000-114230	Dana fjord	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	15	16.49		16.52				31.05		3.98				0.52		1.70		2.81		4.51		0.20	<	0.8		5	
2017	2017-09-05	07:14	77SN	0114	DANAFJORD	57.66750	11.68667	574000-114230	Dana fjord	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	20	16.16		16.20				32.11		3.81				0.69		1.61		4.00		5.61		0.20	<	0.4		5	
2017	2017-09-05	07:14	77SN	0114	DANAFJORD	57.66750	11.68667	574000-114230	Dana fjord	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	30	15.81		15.78				32.88		3.69				0.79		1.24		4.77		6.01		0.20	<	0.3		5	
2017	2017-09-05	07:14	77SN	0114	DANAFJORD	57.66750	11.68667	574000-114230	Dana fjord	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	39	15.57								3.65				0.82		1.18		5.02		6.20		0.20	<			5	
2017	2017-09-05	11:00	77SN	0117	GALTERÖ	58.10917	11.81000	580688-114860	Halsefjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	0	17.18		17.18		24.931		24.93		5.61				0.14		0.04		0.10	<	0.10	<	0.20	<	10.3		4	
2017	2017-09-05	11:00	77SN	0117	GALTERÖ	58.10917	11.81000	580688-114860	Halsefjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	2	17.18		17.18		24.993		24.93		5.54				0.15		0.03		0.10	<	0.10	<	0.20	<	8.4		4	
