TYPE_AREA_NUMBER	TYPE_AREA_SUFFIX	EU_CD	BASIN_NUMBER	HID	NAME	CENTER_LAT	CENTER_LON	URL_VISS
18		SE623980-175600	120036.0	623980-175600	Älandsfjärden	"62° 40' 1,997"""	"17° 54' 32,164"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE623980-175600
18		SE622795-174565	120037.0	622795-174565	Åvikebukten	"62° 28' 23,986"""	"17° 44' 9,223"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE622795-174565
18		SE623300-176210	120038.0	623300-176210	Sundsvallsbukten	"62° 18' 53,167"""	"17° 35' 3,825"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE623300-176210
18		SE622860-173000	120039.0	622860-173000	Klingerfjärden	"62° 29' 14,873"""	"17° 26' 42,391"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE622860-173000
18		SE622500-172430	120040.0	622500-172430	Alnösundet	"62° 27' 53,178"""	"17° 22' 3,653"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE622500-172430
18		SE622339-172190	120041.0	622339-172190	Sundsvallsfjärden	"62° 23' 19,890"""	"17° 21' 9,176"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE622339-172190
18		SE622126-172430	120042.0	622126-172430	Draget	"62° 21' 0,441"""	"17° 24' 8,808"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE622126-172430
18		SE622000-172300	120043.0	622000-172300	Svartviksfjärden	"62° 19' 24,062"""	"17° 22' 51,471"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE622000-172300
19		SE621265-173125	120044.0	621265-173125	Björköfjärden	"62° 13' 0,495"""	"17° 31' 46,519"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE621265-173125
16		SE613500-172500	120045.0	613500-172500	Agöfjärden sek namn	"61° 36' 58,796"""	"17° 19' 55,032"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE613500-172500
16		SE614165-171500	120046.0	614165-171500	Hudiksvallsfjärden	"61° 42' 14,714"""	"17° 12' 35,386"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE614165-171500
16		SE613760-171000	120047.0	613760-171000	Gårdsfjärden	"61° 37' 15,871"""	"17° 8' 0,105"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE613760-171000
16		SE613591-171000	120048.0	613591-171000	Njutångersfjärden	"61° 36' 10,237"""	"17° 8' 41,424"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE613591-171000
16		SE613500-171000	120049.0	613500-171000	Siviksfjärden	"61° 34' 18,596"""	"17° 10' 0,898"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE613500-171000
16		SE613380-171450	120050.0	613380-171450	Hålsängesfjärden	"61° 33' 43,052"""	"17° 11' 51,104"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE613380-171450
16		SE613240-171000	120051.0	613240-171000	Enångersfjärden	"61° 32' 20,693"""	"17° 8' 13,409"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE613240-171000
16		SE612791-171130	120052.0	612791-171130	Långvindsfjärden	"61° 27' 26,101"""	"17° 10' 2,344"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE612791-171130
16		SE612303-171075	120053.0	612303-171075	Skärsåfjärden sek namn	"61° 22' 49,111"""	"17° 9' 20,309"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE612303-171075
16		SE611766-171305	120054.0	611766-171305	Midsommarfjärden	"61° 17' 35,919"""	"17° 13' 30,398"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE611766-171305
16		SE611600-171500	120055.0	611600-171500	Sandarnesfjärden sek namn	"61° 15' 25,639"""	"17° 15' 49,459"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE611600-171500
16		SE611676-171000	120056.0	611676-171000	Söderhamnsfjärden	"61° 17' 32,302"""	"17° 8' 9,182"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE611676-171000
16		SE611000-171500	120057.0	611000-171500	Vallviksfjärden sek namn	"61° 9' 29,781"""	"17° 14' 23,891"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE611000-171500
16		SE611213-171063	120058.0	611213-171063	Ljusnefjärden	"61° 12' 20,866"""	"17° 10' 2,850"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE611213-171063
16		SE610500-171586	120059.0	610500-171586	Kusöfjärden sek namn	"61° 3' 38,217"""	"17° 13' 15,261"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE610500-171586
16		SE610100-171245	120060.0	610100-171245	Axmarfjärden	"61° 0' 57,549"""	"17° 12' 26,046"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE610100-171245
16		SE604250-173000	120061.0	604250-173000	Skutskärsfjärden sek namn	"60° 42' 0,847"""	"17° 26' 13,592"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE604250-173000
16		SE604200-171765	120062.0	673283-158060	Yttre Fjärden	"60° 42' 16,289"""	"17° 16' 53,341"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE604200-171765
16		SE604055-171248	120063.0	604055-171248	Inre Fjärden	"60° 40' 56,019"""	"17° 12' 15,922"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE604055-171248
16		SE604116-171037	120064.0	604116-171037	Avan	"60° 41' 16,353"""	"17° 10' 42,602"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE604116-171037
18		SE634850-193570	120066.0	634850-193570	Avafjärden	"63° 29' 12,049"""	"19° 20' 54,150"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE634850-193570
18		SE632760-191300	120067.0	632760-191300	Sannafjärden	"63° 16' 27,087"""	"19° 7' 56,426"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE632760-191300
18		SE632670-190860	120068.0	632670-190860	Ultråfjärden	"63° 15' 52,632"""	"19° 5' 0,381"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE632670-190860
18		SE632090-190370	120069.0	632090-190370	Ällöviken	"63° 12' 33,726"""	"19° 1' 50,832"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE632090-190370
18		SE632090-189470	120070.0	632090-189470	Tennviken	"63° 12' 17,175"""	"18° 57' 29,133"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE632090-189470
18		SE632030-187600	120071.0	632030-187600	Åvikfjärden	"63° 12' 8,476"""	"18° 45' 48,886"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE632030-187600
18		SE628480-183070	120072.0	628480-183070	Yttre Gaviksfjärden	"62° 50' 31,598"""	"18° 18' 38,395"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE628480-183070
18		SE628750-183300	120073.0	628750-183300	Sörleviken	"62° 52' 30,918"""	"18° 19' 47,307"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE628750-183300
19		SE623890-178030	120074.0	623890-178030	S Höga kustens kustvatten	"62° 21' 54,205"""	"17° 48' 29,013"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE623890-178030
18		SE624380-176450	120075.0	624380-176450	Inre Tynderösundet	"62° 26' 16,325"""	"17° 38' 50,816"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE624380-176450
18		SE622900-174790	120076.0	622900-174790	Juniskär-Bergsfjärden	"62° 15' 52,715"""	"17° 28' 34,740"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE622900-174790
18		SE622080-176120	120077.0	622080-176120	Salen	"62° 11' 43,450"""	"17° 36' 34,898"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE622080-176120
18		SE621920-175280	120078.0	621920-175280	Yttre Björköfjärden	"62° 11' 21,183"""	"17° 30' 51,896"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE621920-175280
18		SE621720-175130	120079.0	621720-175130	Lubban	"62° 10' 20,138"""	"17° 30' 52,398"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE621720-175130
17		SE605660-172380	120080.0	605660-172380	S S M Bottenhavets kustvatten	"60° 57' 13,091"""	"17° 22' 25,047"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE605660-172380
16		SE605760-171000	120081.0	605760-171000	Norrsundet	"60° 57' 45,336"""	"17° 10' 47,898"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE605760-171000
16		SE605630-179220	120082.0	605630-179220	Fårholmen	"60° 56' 18,953"""	"17° 9' 15,207"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE605630-179220
16		SE605390-171558	120083.0	605390-171558	Hamnskär	"60° 53' 59,756"""	"17° 15' 37,578"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE605390-171558
16		SE605140-171674	120084.0	605140-171674	Iggösundet	"60° 51' 23,290"""	"17° 16' 58,812"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE605140-171674
16		SE604900-171700	120085.0	604900-171700	Hilleviksfjärden	"60° 49' 7,403"""	"17° 17' 0,334"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE604900-171700
17		SE604675-172125	120086.0	604675-172125	Harkskärsfjärden	"60° 46' 43,446"""	"17° 22' 23,998"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE604675-172125
17		SE603870-181301	130001.0	603870-181301	Öregrunds kustvatten	"60° 34' 49,507"""	"18° 13' 53,965"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE603870-181301
17		SE601020-185050	130002.0	601020-185050	Östhammars kustvatten	"60° 8' 48,427"""	"18° 52' 19,240"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE601020-185050
15		SE595000-191501	130003.0	595000-191501	Stockholms skärgårds n n	"59° 49' 20,426"""	"19° 16' 6,229"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE595000-191501
15		SE594000-193501	130004.0	594000-193501	Stockholms skärgårds s n	"59° 41' 50,211"""	"19° 32' 20,087"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE594000-193501
15		SE592100-192001	130005.0	592100-192001	Stockholms skärgårds m kustvatten	"59° 14' 31,731"""	"19° 3' 59,395"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592100-192001
14		SE585350-182001	130006.0	585350-182001	Stockholms skärgårds s kustvatten	"58° 51' 31,442"""	"18° 14' 50,716"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE585350-182001
14		SE584340-174401	130007.0	584340-174401	Krabbfjärden	"58° 43' 35,329"""	"17° 41' 9,642"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE584340-174401
14		SE583720-172571	130008.0	583720-172571	Kränkfjärden sek namn	"58° 38' 35,990"""	"17° 24' 36,948"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE583720-172571
16		SE603650-174500	130009.0	603650-174500	Lövstabukten	"60° 35' 41,577"""	"17° 45' 30,444"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE603650-174500
16		SE603190-174000	130010.0	603190-174000	Karlholmsfjärden	"60° 30' 50,895"""	"17° 41' 15,170"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE603190-174000
16		SE603000-181500	130011.0	603000-181500	Öregrundsgrepen	"60° 29' 26,920"""	"18° 12' 19,953"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE603000-181500
16		SE602120-181610	130012.0	602120-181610	Kallriga Fjärden	"60° 21' 4,458"""	"18° 15' 33,051"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE602120-181610
16		SE602400-183190	130013.0	602400-183190	Gällfjärden	"60° 23' 32,872"""	"18° 30' 39,211"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE602400-183190
16		SE601660-183550	130014.0	601660-183550	Ängsfjärden sek namn	"60° 16' 11,370"""	"18° 34' 43,510"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE601660-183550
16		SE601440-184000	130015.0	601440-184000	Kasfjärden sek namn	"60° 14' 45,657"""	"18° 39' 6,028"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE601440-184000
16		SE601300-184180	130016.0	601300-184180	Norrfjärden	"60° 12' 20,544"""	"18° 41' 50,923"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE601300-184180
16		SE601310-183700	130017.0	601310-183700	Raggaröfjärden	"60° 13' 2,226"""	"18° 36' 58,505"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE601310-183700
16		SE601300-182880	130018.0	601300-182880	Östhammarfjärden sek namn	"60° 15' 16,908"""	"18° 24' 40,175"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE601300-182880
16		SE601000-183510	130019.0	601000-183510	Galtfjärden	"60° 10' 11,002"""	"18° 34' 48,840"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE601000-183510
16		SE601070-182870	130020.0	601070-182870	Hargsviken	"60° 10' 42,324"""	"18° 28' 35,458"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE601070-182870
16		SE600740-183460	130021.0	600740-183460	Edeboviken	"60° 6' 49,650"""	"18° 34' 28,223"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE600740-183460
16		SE601000-184030	130022.0	601000-184030	Singöfjärden	"60° 9' 17,248"""	"18° 40' 25,720"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE601000-184030
16		SE600565-184600	130023.0	600565-184600	Ortalaviken	"60° 1' 16,858"""	"18° 47' 7,002"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE600565-184600
15		SE594845-191240	130024.0	594845-191240	Havssvalget	"59° 48' 16,626"""	"19° 10' 49,004"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE594845-191240
12	n	SE594800-190655	130025.0	594800-190655	N Lidöfjärden sek namn	"59° 48' 31,794"""	"19° 6' 10,793"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE594800-190655
12	n	SE594800-190220	130026.0	594800-190220	Björköfjärden	"59° 46' 44,364"""	"19° 0' 58,931"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE594800-190220
12	n	SE595000-185600	130027.0	595000-185600	Vätösundet	"59° 48' 52,265"""	"18° 54' 33,849"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE595000-185600
12	n	SE594670-185500	130028.0	594670-185500	Norrtäljeviken	"59° 45' 55,600"""	"18° 46' 53,059"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE594670-185500
12	n	SE594590-190600	130029.0	594590-190600	Tjocköfjärden	"59° 45' 52,603"""	"19° 6' 17,033"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE594590-190600
15		SE594200-192000	130030.0	594200-192000	Söderarms skärgård	"59° 42' 0,608"""	"19° 22' 30,590"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE594200-192000
12	n	SE594250-191040	130031.0	594250-191040	Granhamnsfjärden	"59° 42' 57,052"""	"19° 9' 44,661"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE594250-191040
15		SE593760-192625	130032.0	593760-192625	Uddjupet	"59° 38' 25,579"""	"19° 25' 42,563"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593760-192625
15		SE593860-192000	130033.0	593860-192000	Nåtfjärden	"59° 38' 14,520"""	"19° 20' 4,977"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593860-192000
15		SE593920-191440	130034.0	593920-191440	Vidingefjärden	"59° 39' 12,330"""	"19° 13' 10,286"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593920-191440
12	n	SE594000-190500	130035.0	594000-190500	Gräsköfjärden	"59° 40' 37,426"""	"19° 6' 45,686"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE594000-190500
12	n	SE594100-185690	130036.0	594100-185690	Ålandsfjärden sek namn	"59° 41' 15,165"""	"18° 55' 58,763"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE594100-185690
12	n	SE594260-185580	130037.0	594260-185580	Långfjärden	"59° 42' 36,342"""	"18° 55' 22,815"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE594260-185580
12	n	SE594384-185542	130038.0	594384-185542	Åkeröfjärden	"59° 43' 47,884"""	"18° 56' 7,228"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE594384-185542
15		SE593500-193255	130039.0	593500-193255	Stenfjärden	"59° 35' 9,725"""	"19° 31' 21,975"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593500-193255
15		SE593330-192540	130040.0	593330-192540	Lökharfjärden	"59° 33' 6,242"""	"19° 23' 37,524"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593330-192540
15		SE593500-191660	130041.0	593500-191660	Nö Kobbfjärden sek namn	"59° 34' 25,311"""	"19° 15' 3,254"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593500-191660
15		SE593180-191280	130042.0	593180-191280	Kobbfjärden	"59° 32' 25,821"""	"19° 10' 51,390"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593180-191280
12	n	SE593500-190000	130043.0	593500-190000	Svartlögafjärden	"59° 33' 12,019"""	"18° 59' 0,347"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593500-190000
12	n	SE593820-185500	130044.0	593820-185500	Blidösund	"59° 37' 31,039"""	"18° 53' 37,444"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593820-185500
12	n	SE593750-184900	130045.0	593750-184900	Yxlaområdet	"59° 38' 9,848"""	"18° 51' 27,603"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593750-184900
12	n	SE593750-183962	130046.0	593750-183962	Bergshamraviken	"59° 38' 1,126"""	"18° 38' 57,390"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593750-183962
12	n	SE593460-184890	130047.0	593460-184890	Skatfjärden	"59° 33' 16,587"""	"18° 48' 1,311"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593460-184890
12	n	SE593300-183600	130048.0	593300-183600	Norrfjärden sek namn	"59° 31' 47,164"""	"18° 34' 0,153"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593300-183600
12	n	SE593080-184500	130049.0	593080-184500	Gälnan	"59° 30' 54,886"""	"18° 46' 18,008"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593080-184500
15		SE593000-193000	130050.0	593000-193000	Högfjärden	"59° 28' 13,749"""	"19° 26' 35,589"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593000-193000
15		SE593000-192000	130051.0	593000-192000	Ormskärsfjärden sek namn	"59° 28' 59,229"""	"19° 15' 35,300"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593000-192000
12	n	SE593000-190500	130052.0	593000-190500	Kallskärsfjärden	"59° 28' 48,399"""	"19° 3' 16,417"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593000-190500
15		SE592500-191750	130053.0	592500-191750	Gillögafjärden	"59° 24' 18,946"""	"19° 18' 6,236"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592500-191750
15		SE592000-190500	130054.0	592000-190500	Björkskärsfjärden	"59° 22' 33,460"""	"19° 3' 53,449"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592000-190500
12	n	SE592500-185000	130055.0	592500-185000	Möja västerfjärd	"59° 26' 8,551"""	"18° 50' 33,697"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592500-185000
12	n	SE592090-185125	130056.0	592090-185125	Möja söderfjärd	"59° 22' 3,050"""	"18° 52' 13,639"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592090-185125
12	n	SE592640-184500	130057.0	592640-184500	Träsköfjärden	"59° 25' 35,496"""	"18° 45' 26,307"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592640-184500
12	n	SE592400-184400	130058.0	592400-184400	Skagsfjärden	"59° 23' 13,990"""	"18° 41' 2,526"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592400-184400
12	n	SE592245-184400	130059.0	592245-184400	Sollenkrokafjärden	"59° 22' 21,236"""	"18° 42' 50,039"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592245-184400
12	n	SE592280-183550	130060.0	592280-183550	Sandöfjärden	"59° 23' 17,768"""	"18° 34' 1,144"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592280-183550
12	n	SE592790-183000	130061.0	592790-183000	Östra Saxarfjärden	"59° 27' 23,655"""	"18° 30' 36,695"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592790-183000
12	n	SE592650-182815	130062.0	592650-182815	Västra Saxarfjärden	"59° 26' 21,698"""	"18° 28' 24,304"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592650-182815
12	n	SE592547-182720	130063.0	592547-182720	Lindalssundet	"59° 25' 25,052"""	"18° 26' 59,453"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592547-182720
12	n	SE592000-184700	130064.0	592000-184700	Kanholmsfjärden	"59° 20' 15,641"""	"18° 46' 38,389"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592000-184700
15		SE591910-185600	130065.0	591910-185600	Rödkobbsfjärden	"59° 19' 0,777"""	"18° 55' 28,928"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591910-185600
12	n	SE591905-185275	130066.0	591905-185275	Eknösundet	"59° 18' 35,362"""	"18° 50' 35,351"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591905-185275
15		SE591790-185500	130067.0	591790-185500	Getholmsfjärden sek namn	"59° 17' 52,520"""	"18° 54' 42,680"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591790-185500
12	n	SE591755-183895	130068.0	591755-183895	Breviken	"59° 17' 37,587"""	"18° 38' 48,317"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591755-183895
12	n	SE592040-184000	130069.0	592040-184000	Älgöfjärden	"59° 20' 55,728"""	"18° 36' 38,481"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592040-184000
15		SE591500-185300	130070.0	591500-185300	Brandfjärden	"59° 15' 16,434"""	"18° 49' 50,729"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591500-185300
15		SE591175-185000	130071.0	591175-185000	Bulleröfjärden	"59° 10' 53,375"""	"18° 48' 18,396"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591175-185000
12	n	SE590730-183763	130072.0	590730-183763	Norrfjärden	"59° 5' 38,088"""	"18° 34' 48,559"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE590730-183763
12	n	SE591330-184225	130073.0	591330-184225	Kalkkobbsfjärden	"59° 13' 46,791"""	"18° 41' 58,128"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591330-184225
12	n	SE591200-183600	130074.0	591200-183600	Nämdöfjärden	"59° 11' 44,718"""	"18° 36' 40,994"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591200-183600
12	n	SE591655-183200	130075.0	591655-183200	Tranaröfjärden	"59° 16' 41,711"""	"18° 31' 47,201"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591655-183200
12	n	SE591655-183530	130076.0	591655-183530	Våmfjärden	"59° 16' 39,307"""	"18° 35' 21,201"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591655-183530
12	n	SE591755-182800	130077.0	591755-182800	Lagnöström	"59° 17' 32,244"""	"18° 27' 21,017"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591755-182800
12	n	SE591815-182670	130078.0	591815-182670	Grisslingen	"59° 18' 10,776"""	"18° 26' 29,465"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591815-182670
12	n	SE591745-182250	130079.0	591745-182250	Kolström	"59° 17' 22,121"""	"18° 24' 52,469"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591745-182250
24		SE592135-182700	130080.0	592135-182700	Torsbyfjärden	"59° 20' 52,034"""	"18° 26' 20,458"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592135-182700
24		SE592315-182620	130081.0	592315-182620	Solöfjärden	"59° 22' 52,624"""	"18° 26' 33,956"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592315-182620
12	n	SE592605-182310	130082.0	592605-182310	Trälhavet	"59° 26' 11,178"""	"18° 21' 59,958"""	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592605-182310
