Datatyp	Kontrollstatus	Kontrollerad av	År	Provtagningsplattform (kod)	Besöks-ID	Expeditions-ID	Stationsnamn	Rapporterat stationsnamn	Projekt	Beställare	Provtagningsdatum	Provtagningstid (start)	Provtagningsdatum (slut)	Provtagningstid (slut)	Shark prov id	Provets latitud (DM)	Provets longitud (DM)	Provets latitud (DD)	Provets longitud (DD)	Positioneringssystem (kod)	Vattendjup vid stationen	Vindriktning (dekagrad)	Vindhastighet (m/s)	Lufttemperatur (C)	Luftens våttemperatur (C)	Lufttryck (hpa)	Väderlek (kod)	Molnighet (kod)	Vågobservation (kod)	Is (kod)	Siktdjup (m)	Q-flagga Siktdjup	Övrig Provtagning	Besökskommentar	Provtagningsdjup (m)	Tryck CTD (dbar)	Q-flagga Tryck CTD	Temperatur vattenhämtare (C)	Q-flagga Temperatur vattenhämtare	Temperatur CTD (C)	Q-flagga Temperatur CTD	Salinitet vattenhämtare (o/oo psu)	Q-flagga Salinitet vattenhämtare	Salinitet CTD (o/oo psu)	Q-flagga Salinitet CTD	Konduktivitet_25 vattenhämtare (mS/m)	Q-flagga Konduktivitet_25 vattenhämtare	Konduktivitet CTD (mS/m)	Q-flagga Konduktivitet CTD	Syrgashalt O2 vattenhämtare (ml/l)	Q-flagga Syrgashalt O2 vattenhämtare	Syrgashalt O2 CTD (ml/l)	Q-flagga Syrgashalt O2 CTD	Svavelväte H2S (umol/l)	Q-flagga Svavelväte H2S-S	pH	Q-flagga pH	pH Laboratorium	Q-flagga pH Laboratorium	Temperatur pH Laboratorium (C)	Q-flagga Temperatur pH Laboratorium	Alkalinitet (mmol/l)	Q-flagga Alkalinitet	Fosfatfosfor PO4-P (umol/l)	Q-flagga Fosfatfosfor PO4-P	Total fosfor Tot-P (umol/l)	Q-flagga Total fosfor Tot-P	Nitritkväve NO2-N (umol/l)	Q-flagga Nitritkväve NO2-N	Nitratkväve NO3-N (umol/l)	Q-flagga Nitratkväve NO3-N	Nitrit+Nitratkväve NO2+NO3-N (umol/l)	Q-flagga Nitrit+Nitratkväve NO2+NO3-N	Ammoniumkväve NH4-N (umol/l)	Q-flagga Ammoniumkväve NH4-N	Total kväve Tot-N (umol/l)	Q-flagga Total kväve Tot-N	Silicate SiO3-Si (umol/l)	QFLAG Silicate SiO3-Si	Humus (ug/l)	Q-flagga Humus	Klorofyll-a vattenhämtare (ug/l)	Q-flagga Klorofyll-a vattenhämtare	Löst Organiskt Kol DOC (umol/l)	Q-flagga Löst Organiskt Kol DOC	Partikulärt Organiskt Kol POC (umol/l)	Q-flagga Partikulärt Organiskt Kol POC	Total Organiskt Kol TOC (mg/l)	Q-flagga Total Organiskt Kol TOC	Partikulärt Organiskt Kväve PON (umol/l)	Q-flagga Partikulärt Organiskt Kväve PON	Strömriktning (dekagrader)	Q-flagga Strömriktning	Strömhastighet (m/s)	Q-flagga Strömhastighet	Lignin (mg/l)	Q-flagga Lignin	Gulämne (1/l)	Q-flagga Gulämne	Aluminium (ug/l)	Q-flagga Aluminium	Urea (umol/l)	Q-flagga Urea	CDOM (1/m)	Q-flagga CDOM	Provkommentar	Vattenkategori	Vattendistrikt	Vattenförekomst	Vattenförekomst-kod	Typområde	Havsbassäng	HELCOM/OSPAR-område	Ekonomisk zon	Län	Kommun	Stationid VISS	Rapporterande institut	Datavärd	Internetåtkomst	Leveranspaket	Filnamn
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0619	20	P2	P2	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-11	14:15			SHARK-HYD+2016+34AR+0619+30+30	57 52.00	11 17.52	57.86667	11.29200		95	36	6.8	5.5		1005	1	5	3	0				DROP-VIDEO FÖR NATURTYPSBESTÄMNING	30			7.33		7.34				33.02						6.78		6.6												0.35		0.72		0.26		2.43		2.69		0.37		11.8		2.1				0.8																									3 - Havsområde  mellan 1 NM och 12 NM		Del av Skagerraks utsjövatten	582008-105731		Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Tjörn		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2017-06-22.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0619	20	P2	P2	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-11	14:15			SHARK-HYD+2016+34AR+0619+40+40	57 52.00	11 17.52	57.86667	11.29200		95	36	6.8	5.5		1005	1	5	3	0				DROP-VIDEO FÖR NATURTYPSBESTÄMNING	40					7.35				33.02						6.76		6.6												0.36		0.71		0.25		2.48		2.73		0.33		12.7		2.1				1.0																									3 - Havsområde  mellan 1 NM och 12 NM		Del av Skagerraks utsjövatten	582008-105731		Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Tjörn		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2017-06-22.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0619	20	P2	P2	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-11	14:15			SHARK-HYD+2016+34AR+0619+50+50	57 52.00	11 17.52	57.86667	11.29200		95	36	6.8	5.5		1005	1	5	3	0				DROP-VIDEO FÖR NATURTYPSBESTÄMNING	50			7.35		7.35				33.02						6.76		6.6												0.34		0.73		0.25		2.45		2.70		0.20	<	11.4		2.0				1.1																									3 - Havsområde  mellan 1 NM och 12 NM		Del av Skagerraks utsjövatten	582008-105731		Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Tjörn		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2017-06-22.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0619	20	P2	P2	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-11	14:15			SHARK-HYD+2016+34AR+0619+75+75	57 52.00	11 17.52	57.86667	11.29200		95	36	6.8	5.5		1005	1	5	3	0				DROP-VIDEO FÖR NATURTYPSBESTÄMNING	75					7.52				33.17						6.58		6.4												0.40		0.74		0.27		3.04		3.31		0.30		11.6		3.0																													3 - Havsområde  mellan 1 NM och 12 NM		Del av Skagerraks utsjövatten	582008-105731		Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Tjörn		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2017-06-22.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0619	20	P2	P2	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-11	14:15			SHARK-HYD+2016+34AR+0619+94+94	57 52.00	11 17.52	57.86667	11.29200		95	36	6.8	5.5		1005	1	5	3	0				DROP-VIDEO FÖR NATURTYPSBESTÄMNING	94				B			33.999								5.56														0.78		1.06		0.15		7.61		7.76		0.20	<	14.8		8.5																													3 - Havsområde  mellan 1 NM och 12 NM		Del av Skagerraks utsjövatten	582008-105731		Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Tjörn		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2017-06-22.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0618	20	SLÄGGÖ	SLÄGGÖ	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-11	08:20			SHARK-HYD+2016+34AR+0618+0+0	58 15.59	11 26.13	58.25983	11.43550		71	35	2.5	6.7		1002	2	7	2	0	7.0			ZOOPLANKTONPROVTAGNING ÅT UMEÅ	0			6.70			B				B					6.58		6.5												0.53		0.79		0.31		4.86		5.17		0.83		15.6		6.3				0.4																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2017-06-22.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0618	20	SLÄGGÖ	SLÄGGÖ	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-11	08:20			SHARK-HYD+2016+34AR+0618+5+5	58 15.59	11 26.13	58.25983	11.43550		71	35	2.5	6.7		1002	2	7	2	0	7.0			ZOOPLANKTONPROVTAGNING ÅT UMEÅ	5					6.76				31.31						6.65		6.5												0.52		0.85		0.36		3.83		4.19		0.78		13.4		5.3				0.6																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2017-06-22.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0618	20	SLÄGGÖ	SLÄGGÖ	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-11	08:20			SHARK-HYD+2016+34AR+0618+10+10	58 15.59	11 26.13	58.25983	11.43550		71	35	2.5	6.7		1002	2	7	2	0	7.0			ZOOPLANKTONPROVTAGNING ÅT UMEÅ	10			7.40		7.45				32.39						6.80		6.5												0.51		0.87		0.38		3.26		3.64		0.76		13.6		4.4				0.7																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2017-06-22.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0618	20	SLÄGGÖ	SLÄGGÖ	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-11	08:20			SHARK-HYD+2016+34AR+0618+15+15	58 15.59	11 26.13	58.25983	11.43550		71	35	2.5	6.7		1002	2	7	2	0	7.0			ZOOPLANKTONPROVTAGNING ÅT UMEÅ	15					7.68				32.84						6.68		6.5												0.48		0.86		0.44		2.74		3.18		0.82		13.0		4.0				0.5																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2017-06-22.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0618	20	SLÄGGÖ	SLÄGGÖ	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-11	08:20			SHARK-HYD+2016+34AR+0618+20+20	58 15.59	11 26.13	58.25983	11.43550		71	35	2.5	6.7		1002	2	7	2	0	7.0			ZOOPLANKTONPROVTAGNING ÅT UMEÅ	20			7.79		7.83				33.04						6.66		6.5												0.48		0.74		0.49		2.56		3.05		0.74		12.3		3.9				0.2	<																								2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2017-06-22.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0618	20	SLÄGGÖ	SLÄGGÖ	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-11	08:20			SHARK-HYD+2016+34AR+0618+30+30	58 15.59	11 26.13	58.25983	11.43550		71	35	2.5	6.7		1002	2	7	2	0	7.0			ZOOPLANKTONPROVTAGNING ÅT UMEÅ	30					8.45				33.45						6.13		6.1												0.51		0.80		0.54		3.23		3.77		0.44		12.7		4.2				0.6																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2017-06-22.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0618	20	SLÄGGÖ	SLÄGGÖ	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-11	08:20			SHARK-HYD+2016+34AR+0618+40+40	58 15.59	11 26.13	58.25983	11.43550		71	35	2.5	6.7		1002	2	7	2	0	7.0			ZOOPLANKTONPROVTAGNING ÅT UMEÅ	40			8.98		8.99				33.82						5.63		5.5												0.62		0.95		0.49		4.94		5.43		0.20	<	14.7		5.8				0.2	<																								2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2017-06-22.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0618	20	SLÄGGÖ	SLÄGGÖ	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-11	08:20			SHARK-HYD+2016+34AR+0618+50+50	58 15.59	11 26.13	58.25983	11.43550		71	35	2.5	6.7		1002	2	7	2	0	7.0			ZOOPLANKTONPROVTAGNING ÅT UMEÅ	50					8.40				34.49						4.33		4.2												1.21		1.39		0.33		11.20		11.53		0.20	<	18.1		14.2				0.2	<																								2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2017-06-22.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0618	20	SLÄGGÖ	SLÄGGÖ	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-11	08:20			SHARK-HYD+2016+34AR+0618+70+70	58 15.59	11 26.13	58.25983	11.43550		71	35	2.5	6.7		1002	2	7	2	0	7.0			ZOOPLANKTONPROVTAGNING ÅT UMEÅ	70			8.41				34.733								4.22														1.36		1.61		0.29		12.00		12.29		0.44		20.2		15.9																													2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2017-06-22.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0612	20	FLADEN	FLADEN	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-10	17:10			SHARK-HYD+2016+34AR+0612+0+0	57 11.55	11 39.47	57.19250	11.65783		85	27	12.5	7.5		1009	9	9	9	0					0					6.31				28.22						7.02		7.2												0.34		0.78		0.19		2.18		2.37		0.20	<	14.0		1.9				3.0																									4 - Utsjövatten					N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2017-06-22.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0612	20	FLADEN	FLADEN	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-10	17:10			SHARK-HYD+2016+34AR+0612+5+5	57 11.55	11 39.47	57.19250	11.65783		85	27	12.5	7.5		1009	9	9	9	0					5			6.90		6.31				28.24						7.10		6.9												0.34		0.76		0.19		2.20		2.39		0.20	<	14.7		2.0				2.6																									4 - Utsjövatten					N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2017-06-22.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0612	20	FLADEN	FLADEN	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-10	17:10			SHARK-HYD+2016+34AR+0612+10+10	57 11.55	11 39.47	57.19250	11.65783		85	27	12.5	7.5		1009	9	9	9	0					10					7.59				32.92						6.72		6.5												0.44		0.80		0.27		2.68		2.95		0.20	<	13.5		2.8				1.3																									4 - Utsjövatten					N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2017-06-22.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0612	20	FLADEN	FLADEN	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-10	17:10			SHARK-HYD+2016+34AR+0612+15+15	57 11.55	11 39.47	57.19250	11.65783		85	27	12.5	7.5		1009	9	9	9	0					15			7.94		7.68				32.98						6.48		6.5												0.45		0.82		0.34		2.64		2.98		0.27	E	14.1		3.2				0.9																									4 - Utsjövatten					N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2017-06-22.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0612	20	FLADEN	FLADEN	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-10	17:10			SHARK-HYD+2016+34AR+0612+20+20	57 11.55	11 39.47	57.19250	11.65783		85	27	12.5	7.5		1009	9	9	9	0					20					8.28				33.32						6.34		6.1												0.47		0.84		0.37		2.80		3.17		0.20	<	13.7		3.7				0.6																									4 - Utsjövatten					N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2017-06-22.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0612	20	FLADEN	FLADEN	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-10	17:10			SHARK-HYD+2016+34AR+0612+25+25	57 11.55	11 39.47	57.19250	11.65783		85	27	12.5	7.5		1009	9	9	9	0					25			8.37		8.47				33.46						6.23		6.0												0.49		0.88		0.38		3.04		3.42		0.20	<	15.3		4.1				0.7																									4 - Utsjövatten					N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2017-06-22.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0612	20	FLADEN	FLADEN	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-10	17:10			SHARK-HYD+2016+34AR+0612+30+30	57 11.55	11 39.47	57.19250	11.65783		85	27	12.5	7.5		1009	9	9	9	0					30					8.52				33.48						6.31		6.0												0.51		0.83		0.37		3.30		3.67		0.20	<	14.4		4.5				0.7																									4 - Utsjövatten					N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2017-06-22.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0612	20	FLADEN	FLADEN	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-10	17:10			SHARK-HYD+2016+34AR+0612+40+40	57 11.55	11 39.47	57.19250	11.65783		85	27	12.5	7.5		1009	9	9	9	0					40			8.47		8.45				33.71						5.91		5.7												0.60		0.91		0.21		5.25		5.46		0.20	<	15.0		5.4				0.4																									4 - Utsjövatten					N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2017-06-22.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0612	20	FLADEN	FLADEN	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-10	17:10			SHARK-HYD+2016+34AR+0612+50+50	57 11.55	11 39.47	57.19250	11.65783		85	27	12.5	7.5		1009	9	9	9	0					50					8.45				33.88						5.75		5.5												0.66		1.02		0.11		6.39		6.50		0.20	<	15.2		6.7																													4 - Utsjövatten					N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2017-06-22.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0612	20	FLADEN	FLADEN	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-10	17:10			SHARK-HYD+2016+34AR+0612+60+60	57 11.55	11 39.47	57.19250	11.65783		85	27	12.5	7.5		1009	9	9	9	0					60			8.50		8.51				34.10						5.64		5.4												0.72		1.04		0.08		7.12		7.20		0.20	<	15.4		8.1																													4 - Utsjövatten					N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2017-06-22.zip
